baseline,prefix_matches,season_tests,mean_delta_brier,mean_delta_log_loss,brier_improvement_rate,log_loss_improvement_rate,brier_direction_agreement_rate,log_loss_direction_agreement_rate
FORM10,20,21,-0.00716893075045507,-0.006224539165856774,0.5714285714285714,0.5714285714285714,0.47619047619047616,0.5238095238095238
FORM10,40,21,-0.00919658669888331,-0.011560552916924441,0.7142857142857143,0.6666666666666666,0.6190476190476191,0.6190476190476191
FORM10,80,21,-0.010759224086182467,-0.015490048779747481,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8571428571428571
FORM10,160,21,-0.009764446724125792,-0.01250964973145485,0.8571428571428571,0.8095238095238095,0.8571428571428571,0.8571428571428571
GOALS10,20,21,-0.013039147471529072,-0.018884255992497143,0.7142857142857143,0.8095238095238095,0.6666666666666666,0.7619047619047619
GOALS10,40,21,-0.008811674500656771,-0.013092070609640304,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.7619047619047619
GOALS10,80,21,-0.00710327608059212,-0.010832413079743634,0.6666666666666666,0.7619047619047619,0.8095238095238095,0.9047619047619048
GOALS10,160,21,-0.005165682943535286,-0.007114102810692754,0.7619047619047619,0.7142857142857143,0.8095238095238095,0.8571428571428571
