league,protocol,target_n,observation_number,canonical_key,source_event_id,source_snapshot_time_utc,home_team,away_team,commence_time_utc,captured_at_utc,home_odds,draw_odds,away_odds
BUNDESLIGA,BUNDESLIGA_MARKET_ONLY_V1,100,1,BUNDESLIGA|union berlin|fc schalke 04|2026-09-11T18:30:00+00:00|BUNDESLIGA_MARKET_ONLY_V1,115c6679a72c5a360640b6baaa16e78c,2026-09-05T15:19:55.610317+00:00,Union Berlin,FC Schalke 04,2026-09-11T18:30:00+00:00,2026-09-11T02:42:35.185104+00:00,2.01647058823529,3.69941176470588,3.28294117647059
